name,search_category,google_category,city,country,address,phone,rating,reviews,has_website,found_date
Kollektiv Kaffee,bakery,Cafe,Klagenfurt,Austria,"Villacher Str. 165, 9020 Klagenfurt am Wörthersee, Austria ",,4.7,36,No,2026-03-04
Backerei Andi,bakery,Bakery,Villach,Austria,"Bahnhofpl. 2a, 9500 Villach, Austria ",,4.8,70,No,2026-03-04
Konditorei Kerschner,bakery,Bakery,Villach,Austria,"Völkendorfer Str. 88, 9500 Villach, Austria ",+43 664 2211882 ,4.8,31,No,2026-03-04
Dip and more,bakery,Sweets and dessert buffet,Villach,Austria,"Bahnhofstraße 10, 9500 Villach, Austria ",+43 676 4728508 ,4.8,231,No,2026-03-04
Backhaus,bakery,Bakery,Villach,Austria,"Maria-Gailer-Straße 36, 9500 Villach, Austria ",+43 677 63303921 ,4.2,346,No,2026-03-04
Café Korner,bakery,Pastry shop,Villach,Austria,"Italiener Str. 22c, 9500 Villach, Austria ",+43 4242 26268 ,4.8,164,No,2026-03-04
Frühstückscafe Bäckeria,bakery,Breakfast restaurant,Villach,Austria,"Völkendorfer Str. 26, 9500 Villach, Austria ",+43 650 4534317 ,4.7,436,No,2026-03-04
Bäckerei Strobl,bakery,Bakery,Villach,Austria,"Ossiacher Str. 24, 9523 Villach, Austria ",+43 4242 42458 ,3.9,225,No,2026-03-04
Frühstückscafe Bäckeria,bakery,Breakfast restaurant,Villach,Austria,"Völkendorfer Str. 26, 9500 Villach, Austria ",+43 650 4534317 ,4.7,436,No,2026-03-04
Cafe Firenze,bakery,Ice cream shop,Villach,Austria,"Drauparkstraße 2, 9500 Villach, Austria ",+43 699 11782846 ,4.4,90,No,2026-03-04
Cafe Mittn,bakery,Cafe,Villach,Austria,"Volkshausstraße 6, 9523 Villach, Austria ",,4.3,60,No,2026-03-04
OREX Bäckerei,bakery,Cafe,Wels,Austria,"Flemingstraße 5, 4600 Wels, Austria ",+43 664 3865503 ,4.7,488,No,2026-03-04
Prince Baker,bakery,Bakery,Wels,Austria,"Megaworld Blvd, Mandurriao, Iloilo City, Iloilo ",,4.2,59,No,2026-03-04
JD Bakery Cafe – Gen. Luna,bakery,Bakery,Wels,Austria,"38 General Luna St, La Paz, Iloilo City, 5000 Iloilo ",(033) 337 4292 ,4.1,73,No,2026-03-04
Bakery By Louis,bakery,Bakery,Wels,Austria,"PH53+222 Benigno Aquino Avenue Service Road, Diversion Rd, Mandurriao, Iloilo City, 5000 Iloilo ",0915 011 9432 ,4.4,43,No,2026-03-04
Joni Bäckerei Konditorei,bakery,Bakery,Wels,Austria,"Roseggerstraße 1, 4600 Wels, Austria ",+43 681 10763812 ,4.5,257,No,2026-03-04
Bäckerei Konditorei Aroma,bakery,Bakery,Wels,Austria,"Grieskirchner Str. 15, 4600 Wels, Austria ",+43 664 9189501 ,4.5,40,No,2026-03-04
Bäckerei Konditorei Aroma,bakery,Bakery,Wels,Austria,"Grieskirchner Str. 15, 4600 Wels, Austria ",+43 664 9189501 ,4.5,40,No,2026-03-04
Sonis Extrazimmer,bakery,Cafe,Wels,Austria,"Pollheimerstraße 17, 4600 Wels, Austria ",+43 664 5264231 ,4.9,29,No,2026-03-04
Mille Gusti,bakery,Ice cream shop,Wels,Austria,"Bäckergasse 9, 4600 Wels, Austria ",+43 688 60532325 ,4.5,82,No,2026-03-04
Konditorei Gül Aslaner KG,bakery,Pastry shop,St. Pölten,Austria,"Kremser Landstraße 29, 3100 St. Pölten, Austria ",+43 676 4301152 ,4.3,12,No,2026-03-04
Baumkuchen Haus Stpölten,bakery,Bakery,St. Pölten,Austria,"Marktgasse 1, 3100 St. Pölten, Austria ",+43 660 3177433 ,4.9,62,No,2026-03-04
Fröstl Norbert GesmbH & Co KG,bakery,Cafe,St. Pölten,Austria,"Wr. Str. 42, 3100 St. Pölten, Austria ",+43 2742 353267 ,4.5,130,No,2026-03-04
Bäckerei Adria,bakery,Bakery,St. Pölten,Austria,"Bahnhofpl. 11, 3100 St. Pölten, Austria ",,3.1,53,No,2026-03-04
Fröstl Norbert GesmbH & Co KG,bakery,Cafe,St. Pölten,Austria,"Wr. Str. 42, 3100 St. Pölten, Austria ",+43 2742 353267 ,4.5,130,No,2026-03-04
Linden Bäckerei,bakery,Bakery,Dornbirn,Austria,"Jahngasse 15, 6850 Dornbirn, Austria ",+43 5572 377013 ,4.9,60,No,2026-03-04
Cakery,bakery,Cafe,Dornbirn,Austria,"Mozartstraße 3, 6850 Dornbirn, Austria ",+43 676 7225058 ,4.8,26,No,2026-03-04
Marktplatz Dornbirn,bakery,Market,Dornbirn,Austria,"Marktstraße, 6850 Dornbirn, Austria ",,4.7,534,No,2026-03-04
Cakery,bakery,Cafe,Dornbirn,Austria,"Mozartstraße 3, 6850 Dornbirn, Austria ",+43 676 7225058 ,4.8,26,No,2026-03-04
Carwash,car wash,Car wash,Vienna,Austria,"Baldiagasse, 1170 Wien, Austria ",,4.7,3,No,2026-03-04
Vienna Car Wash,car wash,Car wash,Vienna,Austria,"Dagoretti Rd, Nairobi, Kenya ",+254 705 565002 ,5.0,73,No,2026-03-04
NA CAR TRADE&DETAILING,car wash,Car wash,Vienna,Austria,"Schönngasse 3, 1020 Wien, Austria ",,4.8,21,No,2026-03-04
Car Wash,car wash,Car wash,Vienna,Austria,"Donaustadtstraße 37C, 1220 Wien, Austria ",,4.6,5,No,2026-03-04
NA CAR TRADE&DETAILING,car wash,Car wash,Vienna,Austria,"Schönngasse 3, 1020 Wien, Austria ",,4.8,21,No,2026-03-04
Waschstraße,car wash,Car wash,Vienna,Austria,"Hietzinger Kai 99, 1130 Wien, Austria ",,4.5,99,No,2026-03-04
Carwash,car wash,Car wash,Vienna,Austria,"Baldiagasse, 1170 Wien, Austria ",,4.7,3,No,2026-03-04
Autoreinigung Liebenau,car wash,Auto restoration service,Graz,Austria,"Petrifelderstraße 107, 8041 Graz, Austria ",+43 664 1061207 ,4.7,31,No,2026-03-04
Wings Car Wash,car wash,Car wash,Graz,Austria,"Triesterstraße 459, 8055 Graz, Austria ",+43 316 395090 ,5.0,1,No,2026-03-04
Car Wash Center,car wash,Car wash,Graz,Austria,"Kärntner Str. 150, 8053 Graz, Austria ",,4.2,77,No,2026-03-04
Auto Wash,car wash,Car wash,Graz,Austria,"Kärntner Str. 34, 8020 Graz, Austria ",,3.9,11,No,2026-03-04
Autoaufbereitung Se-Cardetailing,car wash,Car wash,Graz,Austria,"Harter Str. 132, 8053 Graz, Austria ",+43 676 3318400 ,5.0,20,No,2026-03-04
Waschanlage Kuss,car wash,Car wash,Graz,Austria,"8045 Graz, Austria ",,3.2,101,No,2026-03-04
Autoaufbereitung Se-Cardetailing,car wash,Car wash,Graz,Austria,"Harter Str. 132, 8053 Graz, Austria ",+43 676 3318400 ,5.0,20,No,2026-03-04
Jet Wash,car wash,Car wash,Graz,Austria,"St. Peter Hauptstraße 24, 8042 Graz, Austria ",,4.2,6,No,2026-03-04
CAR ELBL AUTOPFLEGE,car wash,Car wash,Graz,Austria,"Annenstraße 63, 8020 Graz, Austria ",+43 699 15096786 ,4.9,7,No,2026-03-04
Car Wash,car wash,Car wash,Graz,Austria,"St. Peter Hauptstraße 24, 8042 Graz, Austria ",,,,No,2026-03-04
"besser sauber - SB Waschanlage für PKW, Wohnmobile, kleine LKW",car wash,Self service car wash,Graz,Austria,"Triesterstraße 360, 8055 Graz, Austria ",,5.0,1,No,2026-03-04
Carwash,car wash,Car wash,Linz,Austria,"Unionstraße 55, 4020 Linz, Austria ",,3.5,2,No,2026-03-04
ON Car Wash Linz,car wash,Car wash,Linz,Austria,"Kremplstraße 3, 4020 Linz, Austria ",,3.0,2,No,2026-03-04
mobileautopflege.linz,car wash,Car wash,Linz,Austria,"Europastraße 21, 4020 Linz, Austria ",,,,No,2026-03-04
ACL SB-Autowaschanlage,car wash,Car wash,Linz,Austria,"Rubensstraße 5, 4050 Traun, Austria ",,4.0,333,No,2026-03-04
Car Wash,car wash,Car wash,Linz,Austria,"Franckstraße 17, 4020 Linz, Austria ",,,,No,2026-03-04
Car Wash,car wash,Car wash,Linz,Austria,"4040 Linz, Austria ",,,,No,2026-03-04
ON Car Wash Linz,car wash,Car wash,Linz,Austria,"Kremplstraße 3, 4020 Linz, Austria ",,3.0,2,No,2026-03-04
mobileautopflege.linz,car wash,Car wash,Linz,Austria,"Europastraße 21, 4020 Linz, Austria ",,,,No,2026-03-04
DEINHAMMER LKW-WASH,car wash,Car wash,Linz,Austria,"Ehrentletzbergerstraße, 4020 Linz, Austria ",,4.0,22,No,2026-03-04
M&N Carcare,car wash,Car detailing service,Linz,Austria,"Wattstraße 6a, 4030 Traun, Austria ",+43 660 4739634 ,5.0,9,No,2026-03-04
Car Wash,car wash,Car wash,Linz,Austria,"Franckstraße 17, 4020 Linz, Austria ",,,,No,2026-03-04
Car Wash,car wash,Car wash,Linz,Austria,"4040 Linz, Austria ",,,,No,2026-03-04
Car Wash,car wash,Car wash,Salzburg,Austria,"Innsbrucker Bundesstraße 96, 5020 Salzburg, Austria ",,4.8,13,No,2026-03-04
Clean Car,car wash,Car wash,Salzburg,Austria,"Aribonenstraße 39, 5020 Salzburg, Austria ",+43 662 421431 ,4.8,16,No,2026-03-04
Top Wash,car wash,Car wash,Salzburg,Austria,"5020 Salzburg, Austria ",,5.0,1,No,2026-03-04
Wasch Pflege,car wash,Car wash,Salzburg,Austria,"Hellbrunner Str., 5020 Salzburg, Austria ",,5.0,1,No,2026-03-04
Omv Top Wash,car wash,Car wash,Salzburg,Austria,"Alpenstraße 106, 5020 Salzburg, Austria ",,2.0,1,No,2026-03-04
Wasch Pflege,car wash,Car wash,Salzburg,Austria,"Hellbrunner Str., 5020 Salzburg, Austria ",,5.0,1,No,2026-03-04
Carwash,car wash,Car wash,Innsbruck,Austria,"6020 Innsbruck, Austria ",,,,No,2026-03-04
Inn Car Wash Autopflege Zentrum Innsbruck Dpf Service Dpf Fap Scr Katalysatoren,car wash,License plate frames supplier,Innsbruck,Austria,"Grabenweg 74, 6020 Innsbruck, Austria ",+43 699 15126411 ,4.5,8,No,2026-03-04
Eni Wash,car wash,Car wash,Innsbruck,Austria,"Mitterweg 40, 6020 Innsbruck, Austria ",,5.0,1,No,2026-03-04
EG - Car Clean Factory,car wash,Car wash,Innsbruck,Austria,"Karmelitergasse 21, 6020 Innsbruck, Austria ",+43 664 4021232 ,5.0,3,No,2026-03-04
EG - Car Clean Factory,car wash,Car wash,Innsbruck,Austria,"Karmelitergasse 21, 6020 Innsbruck, Austria ",+43 664 4021232 ,5.0,3,No,2026-03-04
Waschstrasse,car wash,Car wash,Innsbruck,Austria,"Valiergasse 15, 6020 Innsbruck, Austria ",,5.0,1,No,2026-03-04
Alles Klar Autowellness,car wash,Car wash,Innsbruck,Austria,"Trientlgasse 5, 6020 Innsbruck, Austria ",+43 699 19791903 ,4.0,1,No,2026-03-04
Sb Wäsche,car wash,Car wash,Innsbruck,Austria,"Haller Str. 164, 6020 Innsbruck, Austria ",,5.0,1,No,2026-03-04
Eco Wash SB-Autowäsche,car wash,Store,Klagenfurt,Austria,"Feschnigstraße 234, 9020 Klagenfurt am Wörthersee, Austria ",+43 664 2621230 ,3.9,222,No,2026-03-04
Car Wash,car wash,Car wash,Klagenfurt,Austria,"Irnigstraße, 9020 Klagenfurt am Wörthersee, Austria ",,2.5,10,No,2026-03-04
Mc-Wash,car wash,Car wash,Klagenfurt,Austria,"Pharmaziegasse 1, 9020 Klagenfurt am Wörthersee, Austria ",,3.9,72,No,2026-03-04
Top Car Wash Klagenfurt,car wash,Car wash,Klagenfurt,Austria,"Rosentaler Str. 131, 9020 Klagenfurt am Wörthersee, Austria ",,1.7,16,No,2026-03-04
Autowasch-Anlage,car wash,Self service car wash,Klagenfurt,Austria,"Lastenstraße 33, 9020 Klagenfurt am Wörthersee, Austria ",,4.2,168,No,2026-03-04
Sb-Autowäsche,car wash,Car wash,Klagenfurt,Austria,"Funderstraße 25, 9020 Klagenfurt am Wörthersee, Austria ",,4.3,50,No,2026-03-04
BM Car Detailing,car wash,Car detailing service,Klagenfurt,Austria,,+43 650 4018901 ,5.0,5,No,2026-03-04
JET,car wash,Car wash,Klagenfurt,Austria,"Ernst-Diez-Straße 12, 9020 Klagenfurt am Wörthersee, Austria ",,4.4,407,No,2026-03-04
Wash & Drive,car wash,Car wash,Klagenfurt,Austria,"Rosentaler Str. 131, 9020 Klagenfurt am Wörthersee, Austria ",+43 664 9154654 ,3.9,36,No,2026-03-04
Waschen Pflegen Autowaschen,car wash,Car wash,Klagenfurt,Austria,"Kudlichgasse 98, 9020 St. Peter am Bichl, Austria ",,3.9,114,No,2026-03-04
BM Car Detailing,car wash,Car detailing service,Klagenfurt,Austria,,+43 650 4018901 ,5.0,5,No,2026-03-04
Wm Superwash,car wash,Car wash,Klagenfurt,Austria,"Bundesstraße 20, 9073 Lambichl, Austria ",,3.3,23,No,2026-03-04
Ehrle Wasch Center,car wash,Car wash,Klagenfurt,Austria,"Flatschacher Str., 9020 Klagenfurt am Wörthersee, Austria ",,2.7,10,No,2026-03-04
Manual Car Wash,car wash,Car wash,Villach,Austria,"Maria-Gailer-Straße 29, 9500 Villach, Austria ",,4.7,52,No,2026-03-04
Auto Wasch Center,car wash,Car wash,Villach,Austria,"Valentin-Schöffmann-Weg, 9500 Villach, Austria ",,5.0,1,No,2026-03-04
F.Leitner: SB-Lanzenwäsche,car wash,Car wash,Villach,Austria,"St. Martiner Str., 9500 Villach, Austria ",,4.8,5,No,2026-03-04
Sb-Autowäsche,car wash,Car wash,Villach,Austria,"Dr.-Theodor-Körner-Straße 6, 9523 Villach, Austria ",,3.7,3,No,2026-03-04
JP Autopflege,car wash,Car detailing service,Villach,Austria,"Treibacher Str. 4, 9523 Villach, Austria ",+43 676 9605500 ,4.9,42,No,2026-03-04
Autoaufbereitung Picobello,car wash,Car detailing service,Villach,Austria,"Ludwig-Walter-Straße 49/9, 9500 Villach, Austria ",+43 650 6601241 ,5.0,10,No,2026-03-04
"PICCOBELLO-AUTOPFLEGE Villach, Oldtimerpflege, Nutzfahrzeugpflege",car wash,Car detailing service,Villach,Austria,"Piccostraße 14 Zufahrt über Ernst-Pliwa-Gasse oder, Sonnenstraße, 9500 Villach, Austria ",+43 664 1601592 ,4.6,5,No,2026-03-04
APS Autopflege Astrit Beqiraj,car wash,Car detailing service,Villach,Austria,"Gustav-Mahler-Weg 15, 9523 Villach, Austria ",+43 676 9255773 ,4.8,25,No,2026-03-04
Castrol Waschanlage,car wash,Car wash,Villach,Austria,"Bundesstraße 3, 9241 Wernberg, Austria ",,4.2,15,No,2026-03-04
APS Autopflege Astrit Beqiraj,car wash,Car detailing service,Villach,Austria,"Gustav-Mahler-Weg 15, 9523 Villach, Austria ",+43 676 9255773 ,4.8,25,No,2026-03-04
"PICCOBELLO-AUTOPFLEGE Villach, Oldtimerpflege, Nutzfahrzeugpflege",car wash,Car detailing service,Villach,Austria,"Piccostraße 14 Zufahrt über Ernst-Pliwa-Gasse oder, Sonnenstraße, 9500 Villach, Austria ",+43 664 1601592 ,4.6,5,No,2026-03-04
Autoaufbereitung Picobello,car wash,Car detailing service,Villach,Austria,"Ludwig-Walter-Straße 49/9, 9500 Villach, Austria ",+43 650 6601241 ,5.0,10,No,2026-03-04
Eni Wash,car wash,Car wash,Villach,Austria,"9500 Villach, Austria ",,1.0,1,No,2026-03-04
Car Wash Urschitz,car wash,Car wash,Villach,Austria,"Eichenbichl 2, 9584 Finkenstein am Faaker See, Austria ",,5.0,1,No,2026-03-04
ur clean,car wash,Car wash,Villach,Austria,"Faakerseestraße 20, 9584 Finkenstein am Faaker See, Austria ",+43 4254 21770 ,,,No,2026-03-04
Sb-Wash,car wash,Car wash,Villach,Austria,"9220, Austria ",,5.0,1,No,2026-03-04
miraDry,car wash,Car wash,Villach,Austria,"Kadischenallee, 9500 Villach, Austria ",+43 650 3287338 ,,,No,2026-03-04
Tp Garage,car wash,Car wash,Wels,Austria,"Europastraße 80, 4600 Wels, Austria ",+43 676 4702042 ,5.0,24,No,2026-03-04
Car Detailing Studio Austria,car wash,Car detailing service,Wels,Austria,"Stieglitzweg, 4623 Gunskirchen, Austria ",+43 681 20670327 ,5.0,7,No,2026-03-04
M.R.A CAR CLEANING,car wash,Car wash,Wels,Austria,"Linzer Str. 224, 4600 Wels, Austria ",,,,No,2026-03-04
Tp Garage,car wash,Car wash,Wels,Austria,"Europastraße 80, 4600 Wels, Austria ",+43 676 4702042 ,5.0,24,No,2026-03-04
Car Detailing Studio Austria,car wash,Car detailing service,Wels,Austria,"Stieglitzweg, 4623 Gunskirchen, Austria ",+43 681 20670327 ,5.0,7,No,2026-03-04
Waschanlage,car wash,Car wash,St. Pölten,Austria,"Porschestraße 35, 3100 St. Pölten, Austria ",+43 316 401511 ,2.5,10,No,2026-03-04
St. Georgen,car wash,Car wash,St. Pölten,Austria,"Salcherstraße 85, 3104 St. Pölten-Harland, Austria ",+43 699 10592490 ,4.7,27,No,2026-03-04
GlanzUP Autokosmetik,car wash,Car wash,St. Pölten,Austria,"Unter-Wagramerstr. 8, 3100 St. Pölten, Austria ",+43 660 7928759 ,5.0,4,No,2026-03-04
SB Wäsche,car wash,Car wash,St. Pölten,Austria,"Dr.Wilhelm-Steingötter-Straße 14, 3107 St. Pölten, Austria ",,4.4,116,No,2026-03-04
Wash,car wash,Car wash,St. Pölten,Austria,"Keltenstraße, 3100 St. Pölten, Austria ",,,,No,2026-03-04
Shell Car Wash,car wash,Car wash,St. Pölten,Austria,"3100 St Pölten, Austria ",,5.0,1,No,2026-03-04
Perfectcarclean,car wash,Car wash,St. Pölten,Austria,"Mühlweg 36, 3100 St. Pölten, Austria ",,,,No,2026-03-04
Eni,car wash,Gas station,St. Pölten,Austria,"Schulze Delitzsch-Straße 2, 3100 St. Pölten, Austria ",+43 5577 86253 ,3.8,34,No,2026-03-04
Auto Waschanlage,car wash,Car wash,St. Pölten,Austria,"Gemeinde, 3385 Markersdorf an der Pielach, Austria ",,4.0,67,No,2026-03-04
GlanzUP Autokosmetik,car wash,Car wash,St. Pölten,Austria,"Unter-Wagramerstr. 8, 3100 St. Pölten, Austria ",+43 660 7928759 ,5.0,4,No,2026-03-04
Shell Car Wash,car wash,Car wash,St. Pölten,Austria,"3100 St Pölten, Austria ",,5.0,1,No,2026-03-04
Wash,car wash,Car wash,St. Pölten,Austria,"Keltenstraße, 3100 St. Pölten, Austria ",,,,No,2026-03-04
Shell Car Wash,car wash,Car wash,Dornbirn,Austria,"Lustenauer Str. 86, 6850 Dornbirn, Austria ",,,,No,2026-03-04
Car Cleaning Michaela,car wash,Car wash,Dornbirn,Austria,"Hintere Achmühlerstraße 9, 6850 Dornbirn, Austria ",+43 664 2810987 ,,,No,2026-03-04
Omv Top Wash,car wash,Car wash,Dornbirn,Austria,"Schwefel 53, 6850 Dornbirn, Austria ",,1.0,1,No,2026-03-04
Pfeller Autoreinigung,car wash,Car wash,Dornbirn,Austria,"Lange Äcker 10, 6850 Dornbirn, Austria ",+43 676 6206037 ,,,No,2026-03-04
Autowasch-Center Au,car wash,Car wash,Dornbirn,Austria,"Rosenbergsaustrasse 2996, 9434 Au, Switzerland ",,3.2,21,No,2026-03-04
Omv Top Wash,car wash,Car wash,Dornbirn,Austria,"Wallenmahd 1, 6850 Dornbirn, Austria ",,,,No,2026-03-04
Pfeller Autoreinigung,car wash,Car wash,Dornbirn,Austria,"Lange Äcker 10, 6850 Dornbirn, Austria ",+43 676 6206037 ,,,No,2026-03-04
Carwash A1,car wash,Car wash,Dornbirn,Austria,"Wiesentalstrasse, 9425 Thal, Switzerland ",,5.0,11,No,2026-03-04
AK AUTOSERVİCE,motor repair shop,Car repair and maintenance service,Vienna,Austria,"u. Viaduktgasse 14, 1030 Wien, Austria ",+43 1 7124390 ,4.8,74,No,2026-03-04
Ataman Kfz - Auto Bremsen Klima Reifen Öl Service 57a Werkstatt 1210 Wien,motor repair shop,Auto repair shop,Vienna,Austria,"Steinheilgasse 3, 1210 Wien, Austria ",+43 650 9105459 ,4.4,103,No,2026-03-04
kfz AUTO SERVICE MICHELANGELO,motor repair shop,Auto repair shop,Vienna,Austria,"Zetschegasse 7, 1230 Wien, Austria ",+43 676 6767674 ,5.0,10,No,2026-03-04
Grazer KfZ Werkstätte,motor repair shop,Auto repair shop,Graz,Austria,"Herrgottwiesgasse 101a, 8020 Graz, Austria ",+43 664 1774388 ,4.7,93,No,2026-03-04
Auto Service Tomicic,motor repair shop,Auto repair shop,Graz,Austria,"Lazarettgürtel 75, 8020 Graz, Austria ",+43 664 1422318 ,5.0,9,No,2026-03-04
KFZ - Auto Service Gries,motor repair shop,Car repair and maintenance service,Graz,Austria,"Karlaupl. 3B, 8020 Graz, Austria ",+43 676 6940535 ,4.7,21,No,2026-03-04
Holzmann Fahrzeugtechnik,motor repair shop,Auto repair shop,Graz,Austria,"Lastenstraße 37, 8020 Graz, Austria ",+43 316 773247 ,4.6,100,No,2026-03-04
KFZ Auto Service,motor repair shop,Auto repair shop,Graz,Austria,"Kärntner Str. 105, 8053 Graz, Austria ",+43 664 1515153 ,5.0,6,No,2026-03-04
Automobil Klinik Graz,motor repair shop,Car repair and maintenance service,Graz,Austria,"Faunastraße 2, 8052 Graz, Austria ",+43 660 4602084 ,4.9,67,No,2026-03-04
Holzmann Fahrzeugtechnik,motor repair shop,Auto repair shop,Graz,Austria,"Lastenstraße 37, 8020 Graz, Austria ",+43 316 773247 ,4.6,100,No,2026-03-04
KFZ Auto Service,motor repair shop,Auto repair shop,Graz,Austria,"Kärntner Str. 105, 8053 Graz, Austria ",+43 664 1515153 ,5.0,6,No,2026-03-04
KFZ Karakas,motor repair shop,Auto repair shop,Graz,Austria,"Herrgottwiesgasse 120a, 8020 Graz, Austria ",+43 699 12718347 ,4.9,64,No,2026-03-04
Sprudel Garage,motor repair shop,Auto repair shop,Graz,Austria,"Harter Str. 48, 8053 Graz, Austria ",+43 664 4239576 ,5.0,255,No,2026-03-04
Polestar Service Linz,motor repair shop,Auto repair shop,Linz,Austria,"Franzosenhausweg 33, 4030 Linz, Austria ",+43 732 387733500 ,5.0,2,No,2026-03-04
KFZ Karlheinz Novotny,motor repair shop,Auto repair shop,Linz,Austria,"Oberfeldstraße 12, 4020 Linz, Austria ",+43 732 662007 ,4.5,108,No,2026-03-04
KFZ Karlheinz Novotny,motor repair shop,Auto repair shop,Linz,Austria,"Oberfeldstraße 12, 4020 Linz, Austria ",+43 732 662007 ,4.5,108,No,2026-03-04
KFZ Moshani,motor repair shop,Auto repair shop,Linz,Austria,"Winetzhammerstraße 3, 4030 Linz, Austria ",+43 664 5772852 ,3.8,117,No,2026-03-04
Sam's Garage,motor repair shop,Motorcycle repair shop,Salzburg,Austria,"Fanny-von-Lehnert-Straße 35, 5020 Salzburg, Austria ",+43 662 261000 ,4.9,95,No,2026-03-04
